date,bitcoin,bitcoin_cash,ethereum,litecoin,ripple
9/9/2015,236.142,635.855,1.25613,3.05026,0.00791788
23/10/2014,393.288,355.163,,4.04825,0.00491654
27/3/2014,633.27,,,17.3074,0.0143675
23/1/2014,840.98,,,24.5063,0.0225619
7/7/2014,573.299,,,8.98542,0.00403295
24/6/2014,610.96,,,9.69412,0.00393156
10/6/2013,130.77,,,3.11957,
11/7/2014,654.42,,,7.9605,0.00335335
22/4/2015,223.356,298.507,,1.41221,0.00789273
10/4/2016,418.291,481.933,9.91024,3.2165,0.00653416
8/1/2017,892.342,354.259,10.0349,3.94834,0.00635725
9/5/2014,455.845,,,10.3693,0.00536641
3/6/2015,232.603,489.577,,1.60114,0.00802022
19/11/2016,751.231,422.549,9.59268,3.95725,0.00776549
15/8/2015,268.243,664.981,1.43605,3.88109,0.00817068
31/12/2016,949.298,350.291,8.16388,4.38833,0.00639358
11/7/2016,647.317,490.359,10.9862,4.09999,0.00665325
1/7/2015,250.655,811.444,,3.78449,0.0119828
14/6/2015,228.785,697.129,,1.80211,0.00800133
4/9/2016,574.777,427.824,11.6346,3.87397,0.00594834
1/12/2016,747.153,413.747,8.62528,3.88891,0.00671867
25/10/2017,5728.61,430.011,297.488,55.6908,0.205145
20/11/2014,438.286,248.807,,3.82576,0.00512372
7/10/2013,127.31,,,2.43742,0.0111217
31/10/2016,711.374,440.455,10.4667,4.02498,0.0080566
25/12/2015,442.987,596.114,0.862629,3.63877,0.00601948
8/7/2016,645.744,486.272,10.0555,3.99995,0.00656466
14/6/2017,2718.07,339.066,391.513,31.5562,0.267762
12/11/2016,716.853,428.256,10.4817,3.8125,0.00807234
31/7/2016,655.985,406.789,12.6366,4.06588,0.00614588
6/8/2017,3207.59,321.895,267.89,45.597,0.180247
18/6/2013,121.3,,,2.98423,
8/1/2015,314.87,208.409,,2.09109,0.0223958
22/3/2015,287.963,328.866,,1.78275,0.0107855
15/3/2015,295.158,329.286,,2.03479,0.0102288
6/10/2017,4358.31,384.218,308.402,51.7648,0.235656
9/2/2014,890.5,,,21.8387,0.0209537
3/10/2015,236.038,611.022,0.690573,2.99646,0.00544215
8/3/2014,613.72,,,13.6107,0.0113426
31/12/2014,317.811,255.519,,2.73667,0.02536
11/2/2017,965.105,354.764,11.0336,3.77941,0.00631815
2/8/2016,622.498,403.413,11.5751,3.90294,0.00593015
26/6/2016,680.49,465.927,14.2611,4.13054,0.00648706
4/3/2014,625.32,,,13.8882,0.0145808
31/7/2014,622.907,,,7.62424,0.00601495
26/10/2017,5956.31,438.697,296.795,55.5831,0.203363
13/12/2015,449.438,595.092,0.96049,3.52826,0.00823012
2/4/2015,251.687,315.332,,1.67124,0.00856866
17/3/2014,662.1,,,16.3005,0.0160143
22/12/2016,809.513,391.604,7.91506,3.65488,0.00644746
16/5/2015,242.089,300.846,,1.44629,0.00680068
18/8/2013,103.7,,,2.91851,
19/10/2015,269.651,574.491,0.56186,3.06939,0.00520074
25/10/2015,274.985,546.146,0.554031,3.11109,0.00469032
7/1/2016,432.198,509.513,0.945596,3.46103,0.00600151
16/2/2015,220.585,335.742,,1.83299,0.0138338
12/5/2013,,,,4.29983,
25/4/2014,424.927,,,12.7204,0.00682492
2/12/2014,393.176,392.39,,3.56426,0.0130654
13/4/2014,458.605,,,11.0904,0.00748352
9/8/2016,589.44,416.839,11.0411,3.78636,0.00607007
1/3/2017,1177.76,335.454,15.3712,3.77127,0.00549496
13/3/2017,1181.17,318.413,22.178,3.85065,0.0062914
7/11/2016,712.394,440.55,10.8916,3.88683,0.00817339
24/1/2016,378.538,633.842,1.67254,3.08723,0.00515457
24/10/2014,383.645,355.87,,4.00217,0.00493067
30/11/2013,427.99,,,4.29775,0.00987478
26/8/2017,4317.29,320.596,332.854,55.5075,0.207019
30/6/2014,610.083,,,9.8359,0.00417081
1/3/2014,658.47,,,15.4332,0.0153238
18/6/2014,652.765,,,11.1851,0.00409845
15/8/2016,583.588,424.629,11.4278,3.65259,0.0060422
23/3/2014,639.21,,,17.1924,0.0143696
2/7/2016,675.849,498.428,11.796,4.23549,0.00671117
6/2/2016,389.588,646.3,2.52839,3.14909,0.00700133
21/11/2014,384.976,284.787,,3.88704,0.00520155
19/4/2016,428.734,507.251,9.19182,3.25252,0.00716858
9/10/2014,384.461,332.094,,3.96767,0.00506078
4/7/2016,671.149,509.344,11.9714,4.23422,0.0066583
13/8/2016,589.7,428.103,11.9424,3.69478,0.00614184
15/4/2017,1167.97,321.61,46.8719,10.3678,0.0336503
23/1/2015,210.52,245.954,,1.32311,0.0157156
21/7/2015,279.505,604.783,,3.71904,0.00801719
7/9/2016,606.715,448.366,11.6027,3.9742,0.00591619
12/8/2016,592.589,431.978,11.7071,3.73627,0.00618265
11/8/2016,588.482,422.031,12.3156,3.75409,0.00617124
2/8/2014,601.76,555.886,,7.79101,0.00603468
3/3/2014,641.65,,,14.7345,0.0153568
7/10/2014,381.27,363.776,,4.29692,0.00484274
8/12/2015,395.493,573.872,0.820218,3.63983,0.00541562
9/11/2013,185.65,,,2.24922,0.0074298
26/7/2015,277.419,696.093,,4.54429,0.00764902
14/3/2015,286.625,304.135,,2.00866,0.0101994
7/9/2015,227.93,635.369,1.30895,2.9186,0.00783816
18/4/2016,430.382,498.601,8.88601,3.26051,0.00653216
1/8/2016,638.209,407.083,12.269,4.04894,0.00603919
26/10/2016,656.597,438.561,11.4441,3.90156,0.00892579
19/4/2017,1212.91,321.802,50.5907,10.3222,0.0333867
16/1/2016,430.633,553.28,1.21516,3.16776,0.00546184
2/7/2015,248.758,782.288,,4.08246,0.0117521
8/7/2013,107.25,,,2.87482,
14/2/2016,385.471,658.533,4.71205,3.12197,0.00802083
9/9/2014,481.846,432.004,,4.90842,0.00478204
4/8/2015,284.676,686.549,,4.19345,0.00818058
24/11/2013,353.33,,,3.9143,0.00889267
8/7/2014,584.93,,,8.88478,0.00405627
14/10/2017,5852.48,417.491,342.717,69.2797,0.2579
10/2/2014,803.34,,,21.245,0.0203404
2/6/2016,532.141,416.917,13.4812,4.73519,0.00574949
25/1/2014,908.02,,,25.4246,0.0221986
5/10/2014,398.393,420.495,,4.26885,0.00471112
20/12/2014,351.142,340.493,,2.9449,0.0181027
17/5/2016,457.085,429.718,10.0289,4.14313,0.00605062
30/6/2016,637.476,537.857,11.9359,4.07156,0.00676909
3/6/2013,123.88,,,3.18818,
14/8/2016,588.941,421.821,11.7619,3.70815,0.00609222
17/10/2017,5514.57,463.547,314.736,56.4092,0.22401
19/4/2015,222.072,305.671,,1.42237,0.00799573
20/11/2013,230.43,,,4.39321,0.00715258
17/4/2015,235.823,323.398,,1.41006,0.0082059
2/6/2015,237.094,516.912,,1.64204,0.00834071
28/10/2017,5727.58,440.733,296.689,55.2704,0.201688
19/8/2014,580.499,441.732,,4.92022,0.0049334
4/7/2015,264.057,721.542,,4.06901,0.0110382
7/2/2017,1040.23,359.351,11.4386,4.05563,0.00645752
3/12/2013,558.49,,,7.10458,0.0103268
16/8/2014,593.09,518.416,,6.86914,0.00499822
24/9/2013,120.85,,,2.65227,0.0059111
5/6/2017,2527.34,369.165,248.037,28.729,0.297742
